Episode: 1/10000, Total Frames: 357, Tiles Visited: 12, Total Rewards: -142.0000000000009, Epsilon: 0.99, Policy: SAFE
Episode: 6127/10000, Total Frames: 270, Tiles Visited: 12, Total Rewards: -106.80000000000044, Epsilon: 0.3, Policy: SAFE
Episode: 6128/10000, Total Frames: 185, Tiles Visited: 3, Total Rewards: -72.99999999999996, Epsilon: 0.3, Policy: AGENT
Episode: 6129/10000, Total Frames: 85, Tiles Visited: 3, Total Rewards: -32.99999999999995, Epsilon: 0.3, Policy: AGENT
Episode: 6130/10000, Total Frames: 34, Tiles Visited: 3, Total Rewards: -12.800000000000006, Epsilon: 0.3, Policy: AGENT
Episode: 6131/10000, Total Frames: 48, Tiles Visited: 4, Total Rewards: -18.4, Epsilon: 0.3, Policy: AGENT
Episode: 6132/10000, Total Frames: 96, Tiles Visited: 4, Total Rewards: -37.499999999999936, Epsilon: 0.3, Policy: AGENT
Episode: 6133/10000, Total Frames: 161, Tiles Visited: 3, Total Rewards: -63.39999999999985, Epsilon: 0.3, Policy: AGENT
Episode: 6134/10000, Total Frames: 65, Tiles Visited: 4, Total Rewards: -25.199999999999974, Epsilon: 0.3, Policy: AGENT
Episode: 6135/10000, Total Frames: 63, Tiles Visited: 4, Total Rewards: -24.399999999999977, Epsilon: 0.3, Policy: AGENT
Episode: 6136/10000, Total Frames: 70, Tiles Visited: 3, Total Rewards: -27.09999999999997, Epsilon: 0.3, Policy: AGENT
Episode: 6137/10000, Total Frames: 43, Tiles Visited: 3, Total Rewards: -16.400000000000006, Epsilon: 0.3, Policy: AGENT
Episode: 6138/10000, Total Frames: 50, Tiles Visited: 4, Total Rewards: -19.399999999999995, Epsilon: 0.3, Policy: AGENT
Episode: 6139/10000, Total Frames: 42, Tiles Visited: 3, Total Rewards: -16.200000000000006, Epsilon: 0.3, Policy: AGENT
Episode: 6140/10000, Total Frames: 135, Tiles Visited: 4, Total Rewards: -52.89999999999988, Epsilon: 0.3, Policy: AGENT
Episode: 6141/10000, Total Frames: 39, Tiles Visited: 3, Total Rewards: -14.800000000000008, Epsilon: 0.3, Policy: AGENT
Episode: 6142/10000, Total Frames: 87, Tiles Visited: 4, Total Rewards: -33.699999999999946, Epsilon: 0.3, Policy: AGENT
Episode: 6143/10000, Total Frames: 83, Tiles Visited: 3, Total Rewards: -32.699999999999946, Epsilon: 0.3, Policy: AGENT
Episode: 6144/10000, Total Frames: 45, Tiles Visited: 3, Total Rewards: -17.300000000000004, Epsilon: 0.3, Policy: AGENT
Episode: 6145/10000, Total Frames: 53, Tiles Visited: 3, Total Rewards: -20.499999999999993, Epsilon: 0.3, Policy: AGENT
Episode: 6146/10000, Total Frames: 211, Tiles Visited: 3, Total Rewards: -83.4000000000001, Epsilon: 0.3, Policy: RISK
Episode: 6147/10000, Total Frames: 67, Tiles Visited: 5, Total Rewards: -26.19999999999997, Epsilon: 0.3, Policy: AGENT
Episode: 6148/10000, Total Frames: 34, Tiles Visited: 3, Total Rewards: -12.900000000000006, Epsilon: 0.3, Policy: AGENT
Episode: 6149/10000, Total Frames: 113, Tiles Visited: 3, Total Rewards: -44.499999999999915, Epsilon: 0.3, Policy: AGENT
Episode: 6150/10000, Total Frames: 101, Tiles Visited: 4, Total Rewards: -39.59999999999993, Epsilon: 0.3, Policy: AGENT
Episode: 6151/10000, Total Frames: 115, Tiles Visited: 4, Total Rewards: -44.899999999999906, Epsilon: 0.3, Policy: AGENT
Episode: 6152/10000, Total Frames: 36, Tiles Visited: 3, Total Rewards: -13.900000000000007, Epsilon: 0.3, Policy: AGENT
Episode: 6153/10000, Total Frames: 51, Tiles Visited: 4, Total Rewards: -19.599999999999994, Epsilon: 0.3, Policy: AGENT
Episode: 6154/10000, Total Frames: 77, Tiles Visited: 3, Total Rewards: -29.89999999999996, Epsilon: 0.3, Policy: AGENT
Episode: 6155/10000, Total Frames: 65, Tiles Visited: 4, Total Rewards: -25.299999999999976, Epsilon: 0.3, Policy: AGENT
Episode: 6156/10000, Total Frames: 35, Tiles Visited: 3, Total Rewards: -13.500000000000007, Epsilon: 0.3, Policy: AGENT
Episode: 6157/10000, Total Frames: 669, Tiles Visited: 12, Total Rewards: -266.200000000002, Epsilon: 0.3, Policy: SAFE
Episode: 6158/10000, Total Frames: 34, Tiles Visited: 3, Total Rewards: -13.000000000000005, Epsilon: 0.3, Policy: AGENT
Episode: 6159/10000, Total Frames: 99, Tiles Visited: 3, Total Rewards: -38.69999999999993, Epsilon: 0.3, Policy: AGENT
Episode: 6160/10000, Total Frames: 44, Tiles Visited: 3, Total Rewards: -16.900000000000006, Epsilon: 0.3, Policy: AGENT
Episode: 6161/10000, Total Frames: 57, Tiles Visited: 4, Total Rewards: -22.199999999999985, Epsilon: 0.3, Policy: AGENT
Episode: 6162/10000, Total Frames: 86, Tiles Visited: 3, Total Rewards: -33.49999999999995, Epsilon: 0.3, Policy: AGENT
Episode: 6163/10000, Total Frames: 40, Tiles Visited: 3, Total Rewards: -15.400000000000007, Epsilon: 0.3, Policy: AGENT
Episode: 6164/10000, Total Frames: 76, Tiles Visited: 3, Total Rewards: -29.599999999999962, Epsilon: 0.3, Policy: AGENT
Episode: 6165/10000, Total Frames: 112, Tiles Visited: 4, Total Rewards: -43.89999999999991, Epsilon: 0.3, Policy: AGENT
Episode: 6166/10000, Total Frames: 44, Tiles Visited: 3, Total Rewards: -17.000000000000004, Epsilon: 0.3, Policy: AGENT
Episode: 6167/10000, Total Frames: 124, Tiles Visited: 4, Total Rewards: -48.79999999999989, Epsilon: 0.3, Policy: AGENT
Episode: 6168/10000, Total Frames: 166, Tiles Visited: 3, Total Rewards: -65.29999999999986, Epsilon: 0.3, Policy: AGENT
Episode: 6169/10000, Total Frames: 75, Tiles Visited: 3, Total Rewards: -29.29999999999996, Epsilon: 0.3, Policy: AGENT
Episode: 6170/10000, Total Frames: 200, Tiles Visited: 4, Total Rewards: -78.60000000000005, Epsilon: 0.3, Policy: AGENT
Episode: 6171/10000, Total Frames: 102, Tiles Visited: 3, Total Rewards: -40.199999999999925, Epsilon: 0.3, Policy: AGENT
Episode: 6172/10000, Total Frames: 253, Tiles Visited: 3, Total Rewards: -99.70000000000034, Epsilon: 0.3, Policy: RISK
Episode: 6173/10000, Total Frames: 117, Tiles Visited: 4, Total Rewards: -46.2999999999999, Epsilon: 0.3, Policy: AGENT
Episode: 6174/10000, Total Frames: 83, Tiles Visited: 3, Total Rewards: -32.59999999999995, Epsilon: 0.3, Policy: AGENT
Episode: 6175/10000, Total Frames: 131, Tiles Visited: 3, Total Rewards: -51.29999999999989, Epsilon: 0.3, Policy: AGENT
Episode: 6176/10000, Total Frames: 43, Tiles Visited: 4, Total Rewards: -16.500000000000007, Epsilon: 0.3, Policy: AGENT
Episode: 6177/10000, Total Frames: 161, Tiles Visited: 4, Total Rewards: -63.499999999999844, Epsilon: 0.3, Policy: AGENT
Episode: 6178/10000, Total Frames: 73, Tiles Visited: 3, Total Rewards: -28.399999999999963, Epsilon: 0.3, Policy: AGENT
Episode: 6179/10000, Total Frames: 44, Tiles Visited: 3, Total Rewards: -17.100000000000005, Epsilon: 0.3, Policy: AGENT
Episode: 6180/10000, Total Frames: 35, Tiles Visited: 3, Total Rewards: -13.400000000000006, Epsilon: 0.3, Policy: AGENT
Episode: 6181/10000, Total Frames: 47, Tiles Visited: 4, Total Rewards: -18.3, Epsilon: 0.3, Policy: AGENT
Episode: 6182/10000, Total Frames: 243, Tiles Visited: 3, Total Rewards: -96.2000000000003, Epsilon: 0.3, Policy: RISK
Episode: 6183/10000, Total Frames: 34, Tiles Visited: 3, Total Rewards: -12.800000000000006, Epsilon: 0.3, Policy: AGENT
Episode: 6184/10000, Total Frames: 94, Tiles Visited: 4, Total Rewards: -36.79999999999994, Epsilon: 0.3, Policy: AGENT
Episode: 6185/10000, Total Frames: 47, Tiles Visited: 4, Total Rewards: -18.0, Epsilon: 0.3, Policy: AGENT
Episode: 6186/10000, Total Frames: 35, Tiles Visited: 3, Total Rewards: -13.300000000000006, Epsilon: 0.3, Policy: AGENT
Episode: 6187/10000, Total Frames: 311, Tiles Visited: 12, Total Rewards: -123.60000000000069, Epsilon: 0.3, Policy: SAFE
Episode: 6188/10000, Total Frames: 43, Tiles Visited: 3, Total Rewards: -16.400000000000006, Epsilon: 0.3, Policy: AGENT
Episode: 6189/10000, Total Frames: 109, Tiles Visited: 3, Total Rewards: -42.89999999999991, Epsilon: 0.3, Policy: AGENT
Episode: 6190/10000, Total Frames: 161, Tiles Visited: 7, Total Rewards: -63.59999999999984, Epsilon: 0.3, Policy: AGENT
Episode: 6191/10000, Total Frames: 57, Tiles Visited: 4, Total Rewards: -22.099999999999987, Epsilon: 0.3, Policy: AGENT
Episode: 6192/10000, Total Frames: 422, Tiles Visited: 3, Total Rewards: -166.90000000000126, Epsilon: 0.3, Policy: RISK
Episode: 6193/10000, Total Frames: 133, Tiles Visited: 5, Total Rewards: -51.79999999999988, Epsilon: 0.3, Policy: AGENT
Episode: 6194/10000, Total Frames: 51, Tiles Visited: 4, Total Rewards: -19.599999999999994, Epsilon: 0.3, Policy: AGENT
Episode: 6195/10000, Total Frames: 232, Tiles Visited: 12, Total Rewards: -91.90000000000023, Epsilon: 0.3, Policy: SAFE
Episode: 6196/10000, Total Frames: 61, Tiles Visited: 4, Total Rewards: -23.89999999999998, Epsilon: 0.3, Policy: AGENT
Episode: 6197/10000, Total Frames: 91, Tiles Visited: 4, Total Rewards: -35.29999999999994, Epsilon: 0.3, Policy: AGENT
Episode: 6198/10000, Total Frames: 118, Tiles Visited: 3, Total Rewards: -46.299999999999905, Epsilon: 0.3, Policy: AGENT
Episode: 6199/10000, Total Frames: 35, Tiles Visited: 3, Total Rewards: -13.200000000000006, Epsilon: 0.3, Policy: AGENT
Episode: 6200/10000, Total Frames: 172, Tiles Visited: 4, Total Rewards: -67.5999999999999, Epsilon: 0.3, Policy: AGENT
Episode: 6201/10000, Total Frames: 94, Tiles Visited: 4, Total Rewards: -36.999999999999936, Epsilon: 0.3, Policy: AGENT
Episode: 6202/10000, Total Frames: 49, Tiles Visited: 4, Total Rewards: -18.9, Epsilon: 0.3, Policy: AGENT
Episode: 6203/10000, Total Frames: 59, Tiles Visited: 4, Total Rewards: -23.099999999999984, Epsilon: 0.3, Policy: AGENT
Episode: 6204/10000, Total Frames: 86, Tiles Visited: 3, Total Rewards: -33.39999999999995, Epsilon: 0.3, Policy: AGENT
Episode: 6205/10000, Total Frames: 209, Tiles Visited: 4, Total Rewards: -82.80000000000011, Epsilon: 0.3, Policy: AGENT
Episode: 6206/10000, Total Frames: 202, Tiles Visited: 3, Total Rewards: -79.70000000000006, Epsilon: 0.3, Policy: RISK
Episode: 6207/10000, Total Frames: 151, Tiles Visited: 10, Total Rewards: -59.49999999999986, Epsilon: 0.3, Policy: AGENT
Episode: 6208/10000, Total Frames: 47, Tiles Visited: 4, Total Rewards: -18.3, Epsilon: 0.3, Policy: AGENT
Episode: 6209/10000, Total Frames: 149, Tiles Visited: 4, Total Rewards: -58.499999999999865, Epsilon: 0.3, Policy: AGENT
Episode: 6210/10000, Total Frames: 35, Tiles Visited: 3, Total Rewards: -13.500000000000007, Epsilon: 0.3, Policy: AGENT
Episode: 6211/10000, Total Frames: 71, Tiles Visited: 4, Total Rewards: -27.899999999999967, Epsilon: 0.3, Policy: AGENT
Episode: 6212/10000, Total Frames: 56, Tiles Visited: 4, Total Rewards: -21.899999999999988, Epsilon: 0.3, Policy: AGENT
Episode: 6213/10000, Total Frames: 65, Tiles Visited: 4, Total Rewards: -25.299999999999976, Epsilon: 0.3, Policy: AGENT
Episode: 6214/10000, Total Frames: 46, Tiles Visited: 4, Total Rewards: -17.900000000000002, Epsilon: 0.3, Policy: AGENT
Episode: 6215/10000, Total Frames: 42, Tiles Visited: 3, Total Rewards: -16.200000000000006, Epsilon: 0.3, Policy: AGENT
Episode: 6216/10000, Total Frames: 256, Tiles Visited: 3, Total Rewards: -101.20000000000036, Epsilon: 0.3, Policy: RISK
Episode: 6217/10000, Total Frames: 50, Tiles Visited: 3, Total Rewards: -19.199999999999996, Epsilon: 0.3, Policy: AGENT
Episode: 6218/10000, Total Frames: 48, Tiles Visited: 3, Total Rewards: -18.599999999999998, Epsilon: 0.3, Policy: AGENT
Episode: 6219/10000, Total Frames: 162, Tiles Visited: 4, Total Rewards: -63.599999999999845, Epsilon: 0.3, Policy: AGENT
Episode: 6220/10000, Total Frames: 47, Tiles Visited: 4, Total Rewards: -18.0, Epsilon: 0.3, Policy: AGENT
Episode: 6221/10000, Total Frames: 38, Tiles Visited: 3, Total Rewards: -14.500000000000007, Epsilon: 0.3, Policy: AGENT
Episode: 6222/10000, Total Frames: 40, Tiles Visited: 4, Total Rewards: -15.400000000000007, Epsilon: 0.3, Policy: AGENT
Episode: 6223/10000, Total Frames: 104, Tiles Visited: 4, Total Rewards: -40.699999999999925, Epsilon: 0.3, Policy: AGENT
Episode: 6224/10000, Total Frames: 79, Tiles Visited: 4, Total Rewards: -30.799999999999958, Epsilon: 0.3, Policy: AGENT
Episode: 6225/10000, Total Frames: 216, Tiles Visited: 12, Total Rewards: -85.50000000000014, Epsilon: 0.3, Policy: AGENT
Episode: 6226/10000, Total Frames: 50, Tiles Visited: 4, Total Rewards: -19.499999999999996, Epsilon: 0.3, Policy: AGENT
Episode: 6227/10000, Total Frames: 124, Tiles Visited: 4, Total Rewards: -48.39999999999989, Epsilon: 0.3, Policy: AGENT
Episode: 6228/10000, Total Frames: 49, Tiles Visited: 3, Total Rewards: -18.999999999999996, Epsilon: 0.3, Policy: AGENT
Episode: 6229/10000, Total Frames: 36, Tiles Visited: 3, Total Rewards: -13.800000000000006, Epsilon: 0.3, Policy: AGENT
Episode: 6230/10000, Total Frames: 267, Tiles Visited: 3, Total Rewards: -105.80000000000042, Epsilon: 0.3, Policy: RISK
Episode: 6231/10000, Total Frames: 254, Tiles Visited: 12, Total Rewards: -100.60000000000036, Epsilon: 0.3, Policy: SAFE
Episode: 6232/10000, Total Frames: 200, Tiles Visited: 4, Total Rewards: -78.70000000000005, Epsilon: 0.3, Policy: AGENT
Episode: 6233/10000, Total Frames: 76, Tiles Visited: 3, Total Rewards: -29.69999999999996, Epsilon: 0.3, Policy: AGENT
Episode: 6234/10000, Total Frames: 146, Tiles Visited: 4, Total Rewards: -57.39999999999987, Epsilon: 0.3, Policy: AGENT
Episode: 6235/10000, Total Frames: 34, Tiles Visited: 3, Total Rewards: -12.800000000000006, Epsilon: 0.3, Policy: AGENT
Episode: 6236/10000, Total Frames: 43, Tiles Visited: 3, Total Rewards: -16.400000000000006, Epsilon: 0.3, Policy: AGENT
Episode: 6237/10000, Total Frames: 244, Tiles Visited: 3, Total Rewards: -96.5000000000003, Epsilon: 0.3, Policy: AGENT
Episode: 6238/10000, Total Frames: 84, Tiles Visited: 3, Total Rewards: -32.69999999999995, Epsilon: 0.3, Policy: AGENT
Episode: 6239/10000, Total Frames: 80, Tiles Visited: 3, Total Rewards: -31.399999999999952, Epsilon: 0.3, Policy: AGENT
Episode: 6240/10000, Total Frames: 145, Tiles Visited: 4, Total Rewards: -56.79999999999987, Epsilon: 0.3, Policy: AGENT
Episode: 6241/10000, Total Frames: 82, Tiles Visited: 3, Total Rewards: -32.09999999999995, Epsilon: 0.3, Policy: AGENT
Episode: 6242/10000, Total Frames: 36, Tiles Visited: 3, Total Rewards: -13.700000000000006, Epsilon: 0.3, Policy: AGENT
Episode: 6243/10000, Total Frames: 88, Tiles Visited: 3, Total Rewards: -34.49999999999995, Epsilon: 0.3, Policy: AGENT
Episode: 6244/10000, Total Frames: 49, Tiles Visited: 4, Total Rewards: -18.999999999999996, Epsilon: 0.3, Policy: AGENT
Episode: 6245/10000, Total Frames: 177, Tiles Visited: 4, Total Rewards: -69.29999999999993, Epsilon: 0.3, Policy: AGENT
Episode: 6246/10000, Total Frames: 164, Tiles Visited: 3, Total Rewards: -64.29999999999984, Epsilon: 0.3, Policy: AGENT
Episode: 6247/10000, Total Frames: 80, Tiles Visited: 3, Total Rewards: -31.199999999999957, Epsilon: 0.3, Policy: AGENT
Episode: 6248/10000, Total Frames: 34, Tiles Visited: 3, Total Rewards: -12.800000000000006, Epsilon: 0.3, Policy: AGENT
Episode: 6249/10000, Total Frames: 58, Tiles Visited: 4, Total Rewards: -22.399999999999984, Epsilon: 0.3, Policy: AGENT
Episode: 6250/10000, Total Frames: 91, Tiles Visited: 4, Total Rewards: -35.39999999999994, Epsilon: 0.3, Policy: AGENT
Episode: 6251/10000, Total Frames: 35, Tiles Visited: 3, Total Rewards: -13.300000000000006, Epsilon: 0.3, Policy: AGENT
Episode: 6252/10000, Total Frames: 41, Tiles Visited: 3, Total Rewards: -15.700000000000008, Epsilon: 0.3, Policy: AGENT
Episode: 6253/10000, Total Frames: 99, Tiles Visited: 4, Total Rewards: -38.99999999999993, Epsilon: 0.3, Policy: AGENT
Episode: 6254/10000, Total Frames: 72, Tiles Visited: 3, Total Rewards: -27.699999999999967, Epsilon: 0.3, Policy: AGENT
Episode: 6255/10000, Total Frames: 233, Tiles Visited: 12, Total Rewards: -92.40000000000025, Epsilon: 0.3, Policy: SAFE
Episode: 6256/10000, Total Frames: 82, Tiles Visited: 3, Total Rewards: -31.699999999999953, Epsilon: 0.3, Policy: AGENT
Episode: 6257/10000, Total Frames: 34, Tiles Visited: 3, Total Rewards: -12.900000000000006, Epsilon: 0.3, Policy: AGENT
Episode: 6258/10000, Total Frames: 37, Tiles Visited: 3, Total Rewards: -14.300000000000008, Epsilon: 0.3, Policy: AGENT
Episode: 6259/10000, Total Frames: 44, Tiles Visited: 4, Total Rewards: -17.000000000000004, Epsilon: 0.3, Policy: AGENT
Episode: 6260/10000, Total Frames: 110, Tiles Visited: 3, Total Rewards: -43.19999999999992, Epsilon: 0.3, Policy: AGENT
Episode: 6261/10000, Total Frames: 46, Tiles Visited: 4, Total Rewards: -17.6, Epsilon: 0.3, Policy: AGENT
Episode: 6262/10000, Total Frames: 73, Tiles Visited: 4, Total Rewards: -28.599999999999962, Epsilon: 0.3, Policy: AGENT
Episode: 6263/10000, Total Frames: 34, Tiles Visited: 4, Total Rewards: -13.000000000000005, Epsilon: 0.3, Policy: AGENT
Episode: 6264/10000, Total Frames: 171, Tiles Visited: 4, Total Rewards: -67.59999999999988, Epsilon: 0.3, Policy: AGENT
Episode: 6265/10000, Total Frames: 129, Tiles Visited: 4, Total Rewards: -50.999999999999886, Epsilon: 0.3, Policy: AGENT
Episode: 6266/10000, Total Frames: 186, Tiles Visited: 3, Total Rewards: -73.29999999999998, Epsilon: 0.3, Policy: AGENT
Episode: 6267/10000, Total Frames: 98, Tiles Visited: 3, Total Rewards: -38.29999999999993, Epsilon: 0.3, Policy: AGENT
Episode: 6268/10000, Total Frames: 31, Tiles Visited: 3, Total Rewards: -11.700000000000005, Epsilon: 0.3, Policy: AGENT
Episode: 6269/10000, Total Frames: 143, Tiles Visited: 3, Total Rewards: -56.19999999999987, Epsilon: 0.3, Policy: AGENT
Episode: 6270/10000, Total Frames: 50, Tiles Visited: 4, Total Rewards: -19.399999999999995, Epsilon: 0.3, Policy: AGENT
Episode: 6271/10000, Total Frames: 128, Tiles Visited: 3, Total Rewards: -50.399999999999885, Epsilon: 0.3, Policy: AGENT
Episode: 6272/10000, Total Frames: 39, Tiles Visited: 3, Total Rewards: -15.000000000000007, Epsilon: 0.3, Policy: AGENT
Episode: 6273/10000, Total Frames: 158, Tiles Visited: 4, Total Rewards: -62.19999999999985, Epsilon: 0.3, Policy: AGENT
Episode: 6274/10000, Total Frames: 46, Tiles Visited: 3, Total Rewards: -17.700000000000003, Epsilon: 0.3, Policy: AGENT
Episode: 6275/10000, Total Frames: 247, Tiles Visited: 12, Total Rewards: -97.30000000000031, Epsilon: 0.3, Policy: SAFE
Episode: 6276/10000, Total Frames: 38, Tiles Visited: 3, Total Rewards: -14.700000000000008, Epsilon: 0.3, Policy: AGENT
Episode: 6277/10000, Total Frames: 157, Tiles Visited: 3, Total Rewards: -61.79999999999985, Epsilon: 0.3, Policy: AGENT
Episode: 6278/10000, Total Frames: 97, Tiles Visited: 3, Total Rewards: -38.299999999999926, Epsilon: 0.3, Policy: AGENT
Episode: 6279/10000, Total Frames: 43, Tiles Visited: 3, Total Rewards: -16.400000000000006, Epsilon: 0.3, Policy: AGENT
Episode: 6280/10000, Total Frames: 34, Tiles Visited: 4, Total Rewards: -13.000000000000005, Epsilon: 0.3, Policy: AGENT
Episode: 6281/10000, Total Frames: 98, Tiles Visited: 4, Total Rewards: -38.699999999999925, Epsilon: 0.3, Policy: AGENT
Episode: 6282/10000, Total Frames: 261, Tiles Visited: 3, Total Rewards: -102.90000000000039, Epsilon: 0.3, Policy: RISK
Episode: 6283/10000, Total Frames: 41, Tiles Visited: 4, Total Rewards: -15.700000000000008, Epsilon: 0.3, Policy: AGENT
Episode: 6284/10000, Total Frames: 40, Tiles Visited: 4, Total Rewards: -15.200000000000008, Epsilon: 0.3, Policy: AGENT
Episode: 6285/10000, Total Frames: 33, Tiles Visited: 3, Total Rewards: -12.400000000000006, Epsilon: 0.3, Policy: AGENT
Episode: 6286/10000, Total Frames: 37, Tiles Visited: 3, Total Rewards: -14.200000000000006, Epsilon: 0.3, Policy: AGENT
Episode: 6287/10000, Total Frames: 33, Tiles Visited: 3, Total Rewards: -12.700000000000006, Epsilon: 0.3, Policy: AGENT
Episode: 6288/10000, Total Frames: 34, Tiles Visited: 3, Total Rewards: -12.900000000000006, Epsilon: 0.3, Policy: AGENT
Episode: 6289/10000, Total Frames: 114, Tiles Visited: 3, Total Rewards: -44.69999999999991, Epsilon: 0.3, Policy: AGENT
Episode: 6290/10000, Total Frames: 41, Tiles Visited: 4, Total Rewards: -15.90000000000001, Epsilon: 0.3, Policy: AGENT
Episode: 6291/10000, Total Frames: 270, Tiles Visited: 12, Total Rewards: -106.90000000000045, Epsilon: 0.3, Policy: SAFE
Episode: 6292/10000, Total Frames: 34, Tiles Visited: 3, Total Rewards: -12.900000000000006, Epsilon: 0.3, Policy: AGENT
Episode: 6293/10000, Total Frames: 261, Tiles Visited: 12, Total Rewards: -103.2000000000004, Epsilon: 0.3, Policy: SAFE
Episode: 6294/10000, Total Frames: 209, Tiles Visited: 3, Total Rewards: -82.3000000000001, Epsilon: 0.3, Policy: RISK
Episode: 6295/10000, Total Frames: 105, Tiles Visited: 4, Total Rewards: -41.199999999999925, Epsilon: 0.3, Policy: AGENT
Episode: 6296/10000, Total Frames: 48, Tiles Visited: 4, Total Rewards: -18.4, Epsilon: 0.3, Policy: AGENT
Episode: 6297/10000, Total Frames: 267, Tiles Visited: 12, Total Rewards: -105.40000000000043, Epsilon: 0.3, Policy: SAFE
Episode: 6298/10000, Total Frames: 97, Tiles Visited: 4, Total Rewards: -37.99999999999993, Epsilon: 0.3, Policy: AGENT
Episode: 6299/10000, Total Frames: 173, Tiles Visited: 4, Total Rewards: -68.1999999999999, Epsilon: 0.3, Policy: AGENT
Episode: 6300/10000, Total Frames: 33, Tiles Visited: 3, Total Rewards: -12.600000000000005, Epsilon: 0.3, Policy: AGENT
Episode: 6301/10000, Total Frames: 245, Tiles Visited: 12, Total Rewards: -97.0000000000003, Epsilon: 0.3, Policy: SAFE
Episode: 6302/10000, Total Frames: 32, Tiles Visited: 3, Total Rewards: -12.200000000000005, Epsilon: 0.3, Policy: AGENT
Episode: 6303/10000, Total Frames: 92, Tiles Visited: 4, Total Rewards: -35.89999999999994, Epsilon: 0.3, Policy: AGENT
Episode: 6304/10000, Total Frames: 53, Tiles Visited: 4, Total Rewards: -20.499999999999993, Epsilon: 0.3, Policy: AGENT
Episode: 6305/10000, Total Frames: 40, Tiles Visited: 3, Total Rewards: -15.400000000000007, Epsilon: 0.3, Policy: AGENT
Episode: 6306/10000, Total Frames: 83, Tiles Visited: 3, Total Rewards: -32.299999999999955, Epsilon: 0.3, Policy: AGENT
Episode: 6307/10000, Total Frames: 73, Tiles Visited: 4, Total Rewards: -28.599999999999962, Epsilon: 0.3, Policy: AGENT
Episode: 6308/10000, Total Frames: 47, Tiles Visited: 4, Total Rewards: -18.2, Epsilon: 0.3, Policy: AGENT
Episode: 6309/10000, Total Frames: 86, Tiles Visited: 4, Total Rewards: -33.79999999999995, Epsilon: 0.3, Policy: AGENT
Episode: 6310/10000, Total Frames: 39, Tiles Visited: 3, Total Rewards: -14.800000000000008, Epsilon: 0.3, Policy: AGENT
Episode: 6311/10000, Total Frames: 353, Tiles Visited: 12, Total Rewards: -140.3000000000009, Epsilon: 0.3, Policy: SAFE
Episode: 6312/10000, Total Frames: 81, Tiles Visited: 4, Total Rewards: -31.599999999999955, Epsilon: 0.3, Policy: AGENT
Episode: 6313/10000, Total Frames: 226, Tiles Visited: 3, Total Rewards: -89.00000000000018, Epsilon: 0.3, Policy: AGENT
Episode: 6314/10000, Total Frames: 52, Tiles Visited: 4, Total Rewards: -20.299999999999994, Epsilon: 0.3, Policy: AGENT
Episode: 6315/10000, Total Frames: 120, Tiles Visited: 12, Total Rewards: -47.3999999999999, Epsilon: 0.3, Policy: AGENT
Episode: 6316/10000, Total Frames: 117, Tiles Visited: 3, Total Rewards: -45.8999999999999, Epsilon: 0.3, Policy: AGENT
Episode: 6317/10000, Total Frames: 157, Tiles Visited: 4, Total Rewards: -61.79999999999985, Epsilon: 0.3, Policy: AGENT
Episode: 6318/10000, Total Frames: 121, Tiles Visited: 5, Total Rewards: -47.4999999999999, Epsilon: 0.3, Policy: AGENT
Episode: 6319/10000, Total Frames: 215, Tiles Visited: 3, Total Rewards: -85.20000000000012, Epsilon: 0.3, Policy: AGENT
Episode: 6320/10000, Total Frames: 130, Tiles Visited: 3, Total Rewards: -50.79999999999988, Epsilon: 0.3, Policy: AGENT
Episode: 6321/10000, Total Frames: 251, Tiles Visited: 12, Total Rewards: -99.20000000000034, Epsilon: 0.3, Policy: SAFE
Episode: 6322/10000, Total Frames: 92, Tiles Visited: 4, Total Rewards: -35.999999999999936, Epsilon: 0.3, Policy: AGENT
Episode: 6323/10000, Total Frames: 152, Tiles Visited: 1, Total Rewards: -59.79999999999986, Epsilon: 0.3, Policy: AGENT
Episode: 6324/10000, Total Frames: 176, Tiles Visited: 4, Total Rewards: -69.4999999999999, Epsilon: 0.3, Policy: AGENT
Episode: 6325/10000, Total Frames: 105, Tiles Visited: 3, Total Rewards: -41.199999999999925, Epsilon: 0.3, Policy: AGENT
Episode: 6326/10000, Total Frames: 287, Tiles Visited: 3, Total Rewards: -113.50000000000055, Epsilon: 0.3, Policy: RISK
Episode: 6327/10000, Total Frames: 157, Tiles Visited: 12, Total Rewards: -62.19999999999985, Epsilon: 0.3, Policy: AGENT
Episode: 6328/10000, Total Frames: 200, Tiles Visited: 3, Total Rewards: -79.10000000000005, Epsilon: 0.3, Policy: RISK
Episode: 6329/10000, Total Frames: 169, Tiles Visited: 10, Total Rewards: -66.89999999999988, Epsilon: 0.3, Policy: AGENT
Episode: 6330/10000, Total Frames: 225, Tiles Visited: 3, Total Rewards: -88.70000000000019, Epsilon: 0.3, Policy: RISK
Episode: 6331/10000, Total Frames: 71, Tiles Visited: 3, Total Rewards: -27.899999999999967, Epsilon: 0.3, Policy: AGENT
Episode: 6332/10000, Total Frames: 99, Tiles Visited: 10, Total Rewards: -39.09999999999992, Epsilon: 0.3, Policy: AGENT
Episode: 6333/10000, Total Frames: 71, Tiles Visited: 12, Total Rewards: -27.799999999999965, Epsilon: 0.3, Policy: AGENT
Episode: 6334/10000, Total Frames: 47, Tiles Visited: 3, Total Rewards: -18.3, Epsilon: 0.3, Policy: AGENT
